CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Unnamed: 73
CZE.1.0.0.0.UVGD,Czech Republic,01 Gross domestic product,Gross domestic product at current prices,Mrd CZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683.23735,881.48178,989.51165,1217.09597,1388.72028,1607.591,1840.556,1982.423,2168.884,2267.275,2399.7,2591.574,2704.466,2833.197,3087.777,3288.493,3530.252,3856.629,4037.564,3945.505,4032.952,4095.355,4118.386,4169.011,4377.991,4651.813,4843.03,5179.344,5475.773,5888.869,5828.318,6307.755,7049.872,7659.655,8058.158,8556.452,8941.63728,9439.93569,
DNK.1.0.0.0.UVGD,Denmark,01 Gross domestic product,Gross domestic product at current prices,Mrd DKK,43.93794,48.75361,54.93497,58.47678,66.84388,75.08605,82.4142,90.84593,101.29181,115.61177,128.06593,141.73979,161.43688,185.82964,207.99281,232.25547,269.02431,298.42934,332.64116,370.33773,399.08534,437.80375,500.64571,551.72844,609.68156,661.77083,709.97469,746.84753,777.75879,821.02465,855.37431,890.26812,923.32106,927.9194,992.36758,1035.59513,1087.14699,1144.1726,1185.21792,1240.98032,1325.98258,1372.27653,1411.47928,1438.8933,1509.67426,1590.07856,1685.24077,1743.14437,1809.72085,1729.52901,1812.8958,1848.53111,1892.93799,1935.55521,1980.26122,2030.20592,2101.52026,2189.58942,2243.54222,2303.63669,2326.59227,2553.26051,2831.26959,2787.92991,2926.87781,3062.77064,3161.63164,3288.7864,
DEU.1.0.0.0.UVGD,Germany,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1591.61,1709.89,1757.34,1838.02,1899.93,1928.56,1967.18,2022.31,2077.24,2129.66,2195.53,2223.36,2240.81,2293.04,2325.71,2426.18,2542.22,2589.28,2493.97,2615.26,2746.91,2799.28,2866.48,2984.47,3087.03,3195.21,3333.11,3434.03,3537.28,3450.72,3682.34,3989.39,4219.31,4328.97,4469.91,4606.28802,4786.03336,
D_W.1.0.0.0.UVGD,West Germany,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-DEM,161.64257,177.12813,192.65107,204.1798,224.36977,245.18984,260.70745,263.97543,284.76347,318.76228,360.6,400.24,436.37,486.02,526.02,551.01,597.4,636.54,678.94,737.37,788.52,825.79,860.21,898.27,942,984.41,1037.13,1065.13,1123.29,1200.66,1306.68,1415.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
EST.1.0.0.0.UVGD,Estonia,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-EEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51655,2.08336,2.86164,3.67997,4.573,5.10043,5.40689,6.17164,6.98212,7.82486,8.74671,9.77962,11.34544,13.57116,16.40216,16.61892,14.13254,14.74177,16.74186,18.08656,19.16323,20.36558,21.01088,22.18896,24.31612,26.43847,28.47206,27.85929,31.45331,36.30093,38.35342,39.84774,41.62083,43.7806,45.96906,
IRL.1.0.0.0.UVGD,Ireland,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-IEP,0.91387,0.98394,1.06515,1.14549,1.30372,1.38811,1.46266,1.59758,1.80256,2.08209,2.34541,2.68256,3.23902,3.90999,4.32473,5.48933,6.73282,8.24946,9.78235,11.47217,13.5679,16.4664,19.40288,21.45474,23.81356,25.84629,27.41248,29.3215,31.60755,35.28915,37.85193,39.27736,41.732,45.07378,48.47591,54.75874,60.14757,69.40073,80.43081,92.79053,108.49529,122.08917,135.99789,145.57685,156.25995,170.30677,184.91624,197.0694,187.28298,169.51971,167.25506,173.12041,176.62191,182.90863,200.59487,272.2829,275.93314,308.36595,335.13596,363.75263,381.72869,448.44512,520.71839,524.72875,562.79421,638.6833,643.58009,679.51258,
GRC.1.0.0.0.UVGD,Greece,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-GRD,0.37716,0.43151,0.45317,0.51248,0.5798,0.66842,0.74612,0.80553,0.87631,1.00875,1.14059,1.26626,1.46575,1.9149,2.19996,2.64709,3.29269,3.85642,4.70553,5.83937,7.01096,8.3928,10.55603,12.59493,15.66422,19.11224,22.8386,25.72762,31.30585,37.20622,44.90557,55.45889,64.11181,72.18855,81.8658,91.76924,100.66411,111.19325,121.08619,128.66804,136.16117,147.43872,158.90226,174.09601,188.9052,194.77338,214.29887,229.28277,238.7354,234.32261,223.59049,203.47499,185.89916,178.1139,176.07184,175.36288,174.44818,177.37846,180.61566,185.18121,167.53952,184.57458,207.00866,224.68624,236.73595,248.35372,260.1414,271.34946,
ESP.1.0.0.0.UVGD,Spain,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-ESP,4.55451,5.18776,5.99491,7.07502,7.98783,9.2658,10.74906,12.17218,13.74209,15.73475,17.37797,19.61234,23.01825,27.74952,33.98365,39.90011,48.0159,60.9247,74.57067,87.23229,100.22918,112.45702,129.32458,147.25558,166.16787,184.64037,211.38584,236.37348,263.15939,294.88965,328.45925,360.18378,387.92699,401.34206,426.8516,460.259,488.946,518.971,555.559,595.242,647.569,700.958,749.744,802.683,860.059,928.122,1004.976,1077.541,1112.432,1072.99,1077.145,1068.69,1035.964,1025.652,1038.949,1087.112,1122.967,1170.024,1212.276,1253.71,1129.214,1235.474,1375.863,1497.761,1594.33,1687.152,1772.85686,1853.44712,
FRA.1.0.0.0.UVGD,France,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-FRF,46.37339,50.27563,56.34633,63.16659,70.05913,75.6704,82.01141,88.66433,96.7223,111.26089,124.46177,138.81322,154.94796,177.72968,207.30789,233.55618,269.93088,303.78958,345.1864,394.4906,447.4157,504.7096,579.2508,642.9447,699.5019,749.5833,807.7071,848.7878,917.9326,988.8835,1043.9748,1082.833,1121.4581,1134.8386,1172.9604,1213.8024,1246.9737,1289.6692,1346.3176,1395.148,1473.5173,1530.0709,1578.3304,1622.3128,1696.1077,1762.0477,1846.0208,1937.8763,1989.9997,1935.8402,1996.0751,2062.1414,2088.2867,2120.3519,2153.7331,2201.4016,2231.8192,2291.6805,2355.3628,2432.2068,2318.2762,2508.1023,2653.9972,2826.5415,2919.8999,2979.0851,3055.84348,3150.69359,
HRV.1.0.0.0.UVGD,Croatia,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-HRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03828,0.05511,0.34233,4.98332,12.01579,15.71612,17.31565,19.6504,21.73635,22.30908,23.96537,25.75579,28.29709,31.15746,33.63316,36.18128,39.48992,43.26205,46.55483,44.67739,44.48606,45.1789,44.79148,45.06154,44.86787,45.96566,47.56592,49.73249,52.2167,54.90552,50.74402,58.34309,67.61304,79.18633,85.90523,92.97511,99.97536,105.39154,
ITA.1.0.0.0.UVGD,Italy,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-ITL,12.71065,14.34131,16.16227,18.62887,20.54616,22.20842,24.26433,26.94217,29.2861,32.38745,36.57869,39.94926,43.8021,52.81709,66.79555,76.53933,96.11025,116.79726,137.5196,168.2954,210.19589,251.95297,297.48948,346.70975,396.62242,445.44069,493.3875,540.46459,601.28592,660.71361,730.88109,798.63307,840.90718,866.80374,917.02802,990.5209,1047.7454,1095.0916,1141.2568,1177.5497,1244.7442,1308.6231,1355.5223,1399.386,1457.3562,1499.0731,1559.8642,1621.7145,1643.7188,1584.1068,1617.9447,1657.3622,1632.8985,1621.2607,1635.8707,1663.2777,1704.8567,1744.493,1777.7444,1804.0668,1670.0119,1842.5074,1998.0726,2142.7444,2202.0312,2258.0487,2313.95738,2373.56281,
CYP.1.0.0.0.UVGD,Cyprus,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-CYP,0.17554,0.19241,0.21617,0.22556,0.20678,0.26025,0.28344,0.32387,0.35147,0.40417,0.43426,0.50114,0.56898,0.63223,0.58374,0.49252,0.63989,0.81084,0.97067,1.20696,1.45724,1.67878,1.96414,2.17839,2.56302,2.84051,3.06569,3.41333,3.81827,4.32382,4.89779,5.12584,5.94645,6.2962,7.02022,7.67832,7.9795,8.37344,9.05978,9.73156,10.59498,11.41689,11.87704,12.84529,13.85644,14.82231,15.99999,17.51155,19.00954,18.67545,19.46113,19.85808,19.49537,18.04035,17.4828,17.94415,19.01382,20.31244,21.80779,23.40085,22.37364,25.67989,29.6454,32.43916,34.77017,36.48354,38.23053,40.15787,
LVA.1.0.0.0.UVGD,Latvia,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-LVL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10541,0.24196,1.69586,2.47658,3.44821,3.93248,4.54446,5.24848,5.85337,6.09812,6.69796,7.31774,8.13545,9.14277,10.62887,13.10262,16.29481,21.50933,23.35189,18.48249,17.71964,19.11726,21.10433,21.95619,22.79051,23.74426,24.49817,26.01713,28.15344,29.567,29.22434,32.28378,36.08874,39.56422,40.65232,43.02619,44.99021,46.64715,
LTU.1.0.0.0.UVGD,Lithuania,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-LTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04098,0.12674,1.04091,3.54211,5.16642,7.81427,9.76639,11.77994,13.07849,12.7691,13.38148,14.20409,15.20636,16.67435,18.3128,20.98598,23.99959,29.03406,32.6831,26.97346,27.66343,31.06644,33.24043,34.87403,36.41013,37.44071,38.8207,42.27455,45.9474,49.23923,50.26461,56.70912,67.08112,74.31697,78.99619,84.25803,89.67863,94.54542,
LUX.1.0.0.0.UVGD,Luxembourg,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-LUF,0.85689,0.85722,0.90268,0.96308,1.09943,1.15198,1.2105,1.21831,1.33293,1.5435,1.80667,1.83976,2.07468,2.52134,3.07373,2.84718,3.27596,3.36638,3.6833,4.00923,4.3632,4.6508,5.21192,5.73372,6.35681,6.7372,7.40363,7.701,8.58466,9.80479,10.58595,11.71066,12.3684,13.65773,14.68187,15.23944,16.03715,17.34921,18.13102,20.54776,22.98605,23.87991,25.01109,26.22729,28.18939,30.28101,34.17505,37.6419,40.00956,39.05074,42.40272,44.32347,46.52624,49.09449,51.79132,54.1423,56.20807,58.16878,60.19336,62.41503,64.49924,73.0395,76.7312,82.11547,86.18028,89.52154,93.54046,97.59971,
HUN.1.0.0.0.UVGD,Hungary,01 Gross domestic product,Gross domestic product at current prices,Mrd HUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.80545,376.32303,407.82235,447.45726,468.21343,503.46764,551.65534,607.03991,656.79215,711.65521,752.02024,813.45434,884.37997,934.86233,1020.59889,1078.17381,1135.64443,1279.16452,1502.37163,1796.92159,2179.18985,2605.78663,3069.27516,3700.92461,4552.60532,5855.584,7149.02,8853.54,10459.461,11658.136,13340.291,15413.047,17440.963,19108.793,21088.678,22572.429,24321.949,25730.258,27233.189,26467.8,27427.573,28492.068,28919.193,30343.344,32826.77,34984.755,36311.882,39335.929,43553.984,47940.496,48807.766,55560.466,65950.424,75218.235,81493.548,87045.554,92055.35155,96871.70108,
MLT.1.0.0.0.UVGD,Malta,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-MTL,0.1281,0.13316,0.12944,0.12837,0.13103,0.14035,0.1566,0.16965,0.18989,0.21839,0.25248,0.26073,0.27219,0.30814,0.35049,0.44157,0.54251,0.63865,0.73933,0.8677,1.044,1.16252,1.2299,1.21872,1.22804,1.26772,1.36333,1.46267,1.61528,1.78466,1.95671,2.1488,2.32954,2.50339,2.73907,3.05063,3.20955,3.40476,3.62862,3.82067,4.12003,4.26755,4.49996,4.76117,4.9007,5.14093,5.38057,5.77819,6.23652,6.28765,6.86198,7.03281,7.47946,8.12938,8.94846,10.22141,10.86434,12.53573,13.67858,14.59416,14.36238,16.68171,17.98475,20.92476,23.13674,24.5772,26.06919,27.57555,
NLD.1.0.0.0.UVGD,Netherlands,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-NLG,23.0323,24.31658,26.17777,28.40063,33.41885,37.324,40.64177,44.58765,49.43963,55.9926,62.78545,71.25299,79.79189,91.27151,106.58487,115.21567,131.1734,141.66701,153.24826,163.79376,176.32534,186.12269,192.31226,199.01969,209.84522,217.1235,223.64714,225.57807,235.25325,248.96328,263.42362,278.2602,290.07065,298.41061,313.58451,330.032,345.3,369.66,394.839,420.143,452.191,482.941,502.901,514.901,531.573,553.122,587.444,622.775,651.299,630.173,643.022,656.013,658.232,665.567,678.627,699.175,720.175,750.861,787.273,829.767,816.463,891.55,993.82,1050.133,1121.543,1179.458,1228.55895,1272.90092,
AUT.1.0.0.0.UVGD,Austria,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-ATS,12.53844,13.91167,14.78919,15.93996,17.45252,18.97354,20.67007,21.98326,23.61821,25.78659,28.93332,32.3002,36.91254,41.83277,47.61359,50.50399,55.78755,61.66911,65.22726,71.54874,76.8496,81.89299,88.01388,93.77801,98.47028,103.92131,109.45024,113.6391,119.17681,127.47995,137.00994,146.88677,155.17919,160.29765,168.29284,175.917,181.54192,187.77874,195.27445,203.06492,212.40681,219.3733,225.08792,230.54187,240.54173,252.35493,265.93365,282.20823,291.8462,286.27413,294.05061,308.16705,316.58941,321.19171,330.11348,342.08354,355.6656,367.2949,383.23432,395.70677,380.31788,406.23149,449.38219,477.83733,494.08756,512.81298,526.48954,546.4871,
POL.1.0.0.0.UVGD,Poland,01 Gross domestic product,Gross domestic product at current prices,Mrd PLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26391,0.28935,0.58289,0.72772,0.90135,1.09779,1.36138,1.78042,3.11406,12.43554,62.98762,90.93136,129.22426,175.13336,253.06341,346.381,433.568,524.339,609.176,677.203,751.669,785.305,814.76,850.001,937.339,993.293,1073.375,1189.43,1290.419,1375.644,1441.65,1563.935,1622.242,1637.768,1710.185,1809.564,1865.96,1996.836,2147.587,2313.929,2362.909,2661.518,3100.85,3415.274,3669.531,3912.673,4177.3282,4416.66321,
PRT.1.0.0.0.UVGD,Portugal,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-PTE,0.4979,0.51834,0.58178,0.60109,0.65249,0.7591,0.81019,0.90756,0.9815,1.05309,1.18809,1.37501,1.62222,1.91797,2.27004,2.62828,3.14396,4.04085,4.99815,6.3551,8.25962,9.92355,11.99973,15.33151,18.82689,23.11199,28.2451,33.27999,39.72473,46.93117,56.35068,64.61591,72.64443,75.97284,82.37131,89.02856,94.35159,102.33096,111.35338,119.60331,128.41445,135.77501,142.55426,146.06786,152.24839,158.5527,166.26047,175.4834,179.10278,175.41644,179.86035,176.318,168.53875,170.67565,173.18666,179.39271,186.38075,195.50914,204.99765,214.4899,201.03271,216.49375,243.95709,270.35262,289.78432,306.76549,320.84728,335.14235,
ROM.1.0.0.0.UVGD,Romania,01 Gross domestic product,Gross domestic product at current prices,Mrd RON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06509,0.06581,0.07674,0.0811,0.0861,0.08623,0.08847,0.08917,0.09041,0.08441,0.09051,0.23252,0.6361,2.11385,5.25128,7.6106,11.3877,25.5001,37.0077,55.1264,80.8731,117.3914,152.2715,191.9176,244.6883,286.8619,342.7626,425.6911,539.8314,530.9196,540.4475,587.235,621.2147,631.634,668.905,712.5486,752.1291,851.6206,953.0492,1059.8221,1063.6507,1186.0154,1384.5978,1590.7494,1759.1833,1916.4049,2062.02874,2211.57254,
SVN.1.0.0.0.UVGD,Slovenia,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-SIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87642,1.55634,4.53424,6.39223,8.25365,10.56833,12.12665,13.81239,15.29105,17.14943,18.73192,20.93756,23.27263,25.37634,27.42088,28.90574,31.29444,34.93691,37.74205,35.83035,36.05078,36.78221,35.93358,36.04127,37.27093,38.49389,40.01316,42.62548,45.46244,48.15645,46.7387,52.0324,56.88163,64.05001,67.41808,70.48619,74.44477,78.36076,
SVK.1.0.0.0.UVGD,Slovakia,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-SKK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65774,11.1064,11.54413,14.29088,17.21888,20.02772,22.24806,24.57845,26.79573,28.61414,31.63202,34.30733,37.27225,41.21091,45.99676,50.2759,56.34906,63.18069,68.55665,64.05514,68.72672,71.62953,73.72761,74.64267,76.5623,80.37631,81.62157,84.96037,90.27585,94.54748,94.32058,101.89157,109.95976,123.5387,130.20752,136.75431,143.00341,149.18139,
FIN.1.0.0.0.UVGD,Finland,01 Gross domestic product,Gross domestic product at current prices,Mrd EURO-FIM,2.83574,3.21438,3.44178,3.7378,4.21588,4.66245,4.99855,5.48293,6.28592,7.17485,8.00759,8.79991,10.26221,12.49093,15.74136,18.12751,20.58414,22.5922,25.02685,29.02799,33.62456,38.0303,42.76174,47.70597,53.40847,58.18885,62.63256,67.65072,76.64904,85.8082,90.87132,86.81523,84.70027,85.62538,90.66152,98.454,101.977,110.764,120.431,126.888,136.386,144.613,148.44,151.714,158.741,164.666,172.861,187.059,194.253,181.735,188.147,197.655,200.378,203.497,205.855,210.192,215.717,224.706,231.905,238.518,236.387,248.764,266.135,273.005,275.993,280.57,289.33339,299.15897,
SWE.1.0.0.0.UVGD,Sweden,01 Gross domestic product,Gross domestic product at current prices,Mrd SEK,81.32441,88.30108,95.72088,103.58583,115.45913,127.11289,138.38221,150.27979,159.39722,172.92667,193.43482,209.30837,229.14678,255.21421,288.78542,338.81798,383.56239,417.56761,465.09521,521.33049,591.25002,646.10535,707.7077,794.00663,892.29217,970.94468,1061.56154,1148.69209,1255.92409,1389.60391,1532.57923,1643.46245,1646.11209,1655.098,1764.642,1904.951,1957.814,2048.059,2153.527,2266.528,2408.775,2504.784,2603.427,2701.41,2825.986,2927.127,3117.499,3312.135,3391.873,3324.135,3551.514,3704.817,3724.495,3804.976,3963.666,4230.936,4392.801,4575.114,4777.837,5021.382,5012.855,5417.76,5816.415,6143.187,6391.596,6570.039,6763.69202,7029.57358,
